lemma	status	detail
chapinar	unresolved	sin equivalente ES seguro
chapodar	unresolved	sin equivalente ES seguro
chapozar	unresolved	sin equivalente ES seguro
chapucar	unresolved	sin equivalente ES seguro
chapugar	unresolved	sin equivalente ES seguro
chapurrar	unresolved	sin equivalente ES seguro
chapurrear	unresolved	sin equivalente ES seguro
chapuzar	unresolved	sin equivalente ES seguro
charamusquear	unresolved	sin equivalente ES seguro
charlar	already_paired	ya estaba en el corpus
charlatanear	unresolved	sin equivalente ES seguro
charoar	unresolved	sin equivalente ES seguro
charruar	unresolved	sin equivalente ES seguro
chascar	unresolved	sin equivalente ES seguro
chatolar	unresolved	sin equivalente ES seguro
chavear	unresolved	sin equivalente ES seguro
chavicar	unresolved	sin equivalente ES seguro
chazar	unresolved	sin equivalente ES seguro
chegar	already_paired	ya estaba en el corpus
cheirar	already_paired	ya estaba en el corpus
chiar	unresolved	sin equivalente ES seguro
chibar	unresolved	sin equivalente ES seguro
chicar	unresolved	sin equivalente ES seguro
chifrar	unresolved	sin equivalente ES seguro
chilrar	unresolved	sin equivalente ES seguro
chimpar	already_paired	ya estaba en el corpus
china	unresolved	sin equivalente ES seguro
chincar	unresolved	sin equivalente ES seguro
chino	unresolved	sin equivalente ES seguro
chirlar	unresolved	sin equivalente ES seguro
chiscar	unresolved	sin equivalente ES seguro
chisnar	unresolved	sin equivalente ES seguro
chispear	unresolved	sin equivalente ES seguro
chistar	already_paired	ya estaba en el corpus
chocar	already_paired	ya estaba en el corpus
chochear	added	apertium:achochar
choer	unresolved	sin equivalente ES seguro
choiar	unresolved	sin equivalente ES seguro
choquelear	unresolved	sin equivalente ES seguro
chorar	already_paired	ya estaba en el corpus
choricar	unresolved	sin equivalente ES seguro
choromicar	unresolved	sin equivalente ES seguro
chorrear	unresolved	sin equivalente ES seguro
choscar	unresolved	sin equivalente ES seguro
chouchar	unresolved	sin equivalente ES seguro
choupar	unresolved	sin equivalente ES seguro
choutar	unresolved	sin equivalente ES seguro
chover	already_paired	ya estaba en el corpus
chuchar	already_paired	ya estaba en el corpus
chufar	unresolved	sin equivalente ES seguro
chulear	already_paired	ya estaba en el corpus
chumbar	unresolved	sin equivalente ES seguro
chupar	already_paired	ya estaba en el corpus
churra	unresolved	sin equivalente ES seguro
chuscar	unresolved	sin equivalente ES seguro
chusgar	unresolved	sin equivalente ES seguro
chusmigar	unresolved	sin equivalente ES seguro
chuspir	already_paired	ya estaba en el corpus
chutar	unresolved	sin equivalente ES seguro
chuviñar	unresolved	sin equivalente ES seguro
chuviscar	unresolved	sin equivalente ES seguro
chuzar	unresolved	sin equivalente ES seguro
ciar	unresolved	sin equivalente ES seguro
cicatrizar	unresolved	sin equivalente ES seguro
cicelar	unresolved	sin equivalente ES seguro
cichar	unresolved	sin equivalente ES seguro
cifrar	already_paired	ya estaba en el corpus
cilindrar	unresolved	sin equivalente ES seguro
cimar	unresolved	sin equivalente ES seguro
cimbrar	unresolved	sin equivalente ES seguro
cimentar	already_paired	ya estaba en el corpus
cimprar	unresolved	sin equivalente ES seguro
cincar	unresolved	sin equivalente ES seguro
cinchar	unresolved	sin equivalente ES seguro
cinguir	already_paired	ya estaba en el corpus
cinxir	already_paired	ya estaba en el corpus
circular	already_paired	ya estaba en el corpus
circuncidar	unresolved	sin equivalente ES seguro
circundar	unresolved	sin equivalente ES seguro
circunnavegar	unresolved	sin equivalente ES seguro
circunscribir	already_paired	ya estaba en el corpus
circunvalar	unresolved	sin equivalente ES seguro
circunvoar	unresolved	sin equivalente ES seguro
cirichar	unresolved	sin equivalente ES seguro
cirlar	unresolved	sin equivalente ES seguro
ciscallar	unresolved	sin equivalente ES seguro
ciscar	already_paired	ya estaba en el corpus
cismar	unresolved	sin equivalente ES seguro
cispar	unresolved	sin equivalente ES seguro
citar	already_paired	ya estaba en el corpus
civilizar	already_paired	ya estaba en el corpus
clac	unresolved	sin equivalente ES seguro
clamar	already_paired	ya estaba en el corpus
clarear	already_paired	ya estaba en el corpus
clarexar	unresolved	sin equivalente ES seguro
clarificar	already_paired	ya estaba en el corpus
clasificar	already_paired	ya estaba en el corpus
claudicar	unresolved	sin equivalente ES seguro
clausurar	already_paired	ya estaba en el corpus
clic	unresolved	sin equivalente ES seguro
climatizar	unresolved	sin equivalente ES seguro
clonar	already_paired	ya estaba en el corpus
clorar	unresolved	sin equivalente ES seguro
cloroformizar	unresolved	sin equivalente ES seguro
coaccionar	unresolved	sin equivalente ES seguro
coadxuvar	unresolved	sin equivalente ES seguro
coagular	unresolved	sin equivalente ES seguro
coallar	unresolved	sin equivalente ES seguro
coañar	unresolved	sin equivalente ES seguro
coaptar	unresolved	sin equivalente ES seguro
coar	already_paired	ya estaba en el corpus
coartar	unresolved	sin equivalente ES seguro
cobizar	already_paired	ya estaba en el corpus
cobrar	already_paired	ya estaba en el corpus
cobrear	unresolved	sin equivalente ES seguro
cobreguear	unresolved	sin equivalente ES seguro
cocar	unresolved	sin equivalente ES seguro
cocer	already_paired	ya estaba en el corpus
cociñar	already_paired	ya estaba en el corpus
cocorar	unresolved	sin equivalente ES seguro
codificar	unresolved	sin equivalente ES seguro
coexistir	added	apertium:coexistir
cofar	unresolved	sin equivalente ES seguro
cofear	unresolved	sin equivalente ES seguro
cognominar	unresolved	sin equivalente ES seguro
cohabitar	unresolved	sin equivalente ES seguro
coherdar	unresolved	sin equivalente ES seguro
cohibir	already_paired	ya estaba en el corpus
cohobar	unresolved	sin equivalente ES seguro
cohonestar	unresolved	sin equivalente ES seguro
coidar	already_paired	ya estaba en el corpus
coiñar	unresolved	sin equivalente ES seguro
coincar	unresolved	sin equivalente ES seguro
coincidir	already_paired	ya estaba en el corpus
colaborar	already_paired	ya estaba en el corpus
colacionar	unresolved	sin equivalente ES seguro
colapsar	already_paired	ya estaba en el corpus
colar	already_paired	ya estaba en el corpus
colear	unresolved	sin equivalente ES seguro
coleccionar	already_paired	ya estaba en el corpus
colectar	unresolved	sin equivalente ES seguro
colectivizar	unresolved	sin equivalente ES seguro
colexiar	unresolved	sin equivalente ES seguro
colgar	already_paired	ya estaba en el corpus
colidir	unresolved	sin equivalente ES seguro
coligar	unresolved	sin equivalente ES seguro
colixir	unresolved	sin equivalente ES seguro
coller	already_paired	ya estaba en el corpus
colmar	already_paired	ya estaba en el corpus
colocar	already_paired	ya estaba en el corpus
colonizar	unresolved	sin equivalente ES seguro
colorar	already_paired	ya estaba en el corpus
colorear	already_paired	ya estaba en el corpus
comandar	already_paired	ya estaba en el corpus
comanditar	unresolved	sin equivalente ES seguro
combater	already_paired	ya estaba en el corpus
combinar	already_paired	ya estaba en el corpus
comedir	unresolved	sin equivalente ES seguro
comentar	already_paired	ya estaba en el corpus
comenzar	unresolved	sin equivalente ES seguro
comer	already_paired	ya estaba en el corpus
comercializar	already_paired	ya estaba en el corpus
comerciar	unresolved	sin equivalente ES seguro
cometer	already_paired	ya estaba en el corpus
comezar	already_paired	ya estaba en el corpus
comichar	unresolved	sin equivalente ES seguro
cominar	already_paired	ya estaba en el corpus
comisar	already_paired	ya estaba en el corpus
comiscar	unresolved	sin equivalente ES seguro
comisionar	unresolved	sin equivalente ES seguro
compactar	already_paired	ya estaba en el corpus
compadecer	unresolved	sin equivalente ES seguro
compangar	unresolved	sin equivalente ES seguro
comparar	already_paired	ya estaba en el corpus
comparecer	already_paired	ya estaba en el corpus
compartir	already_paired	ya estaba en el corpus
compasar	already_paired	ya estaba en el corpus
compatibilizar	already_paired	ya estaba en el corpus
compaxinar	already_paired	ya estaba en el corpus
compeler	unresolved	sin equivalente ES seguro
compendiar	unresolved	sin equivalente ES seguro
compenetrar	unresolved	sin equivalente ES seguro
compensar	already_paired	ya estaba en el corpus
competer	already_paired	ya estaba en el corpus
competir	already_paired	ya estaba en el corpus
compilar	unresolved	sin equivalente ES seguro
complementar	already_paired	ya estaba en el corpus
completar	already_paired	ya estaba en el corpus
complicar	already_paired	ya estaba en el corpus
compoñer	already_paired	ya estaba en el corpus
compor	already_paired	ya estaba en el corpus
comportar	already_paired	ya estaba en el corpus
compracer	already_paired	ya estaba en el corpus
comprar	already_paired	ya estaba en el corpus
compravender	unresolved	sin equivalente ES seguro
comprender	already_paired	ya estaba en el corpus
comprimir	already_paired	ya estaba en el corpus
comprobar	already_paired	ya estaba en el corpus
comprometer	already_paired	ya estaba en el corpus
compulsar	unresolved	sin equivalente ES seguro
compunxir	unresolved	sin equivalente ES seguro
computar	already_paired	ya estaba en el corpus
comulgar	already_paired	ya estaba en el corpus
comungar	unresolved	sin equivalente ES seguro
comunicar	already_paired	ya estaba en el corpus
concatenar	unresolved	sin equivalente ES seguro
concebir	unresolved	sin equivalente ES seguro
conceder	already_paired	ya estaba en el corpus
concelebrar	unresolved	sin equivalente ES seguro
concellar	unresolved	sin equivalente ES seguro
concentrar	already_paired	ya estaba en el corpus
conceptuar	unresolved	sin equivalente ES seguro
concernir	unresolved	sin equivalente ES seguro
concertar	already_paired	ya estaba en el corpus
concibir	already_paired	ya estaba en el corpus
concienciar	already_paired	ya estaba en el corpus
conciliar	already_paired	ya estaba en el corpus
concitar	unresolved	sin equivalente ES seguro
concluír	already_paired	ya estaba en el corpus
concordar	already_paired	ya estaba en el corpus
concorrer	already_paired	ya estaba en el corpus
concrear	unresolved	sin equivalente ES seguro
concretar	already_paired	ya estaba en el corpus
conculcar	unresolved	sin equivalente ES seguro
concursar	already_paired	ya estaba en el corpus
condanar	unresolved	sin equivalente ES seguro
condecorar	unresolved	sin equivalente ES seguro
condenar	already_paired	ya estaba en el corpus
condensar	already_paired	ya estaba en el corpus
condescender	unresolved	sin equivalente ES seguro
condicionar	already_paired	ya estaba en el corpus
condimentar	unresolved	sin equivalente ES seguro
condoer	unresolved	sin equivalente ES seguro
condonar	unresolved	sin equivalente ES seguro
conducir	already_paired	ya estaba en el corpus
coñecer	already_paired	ya estaba en el corpus
conectar	already_paired	ya estaba en el corpus
confabular	added	apertium:aconchabar
confeccionar	already_paired	ya estaba en el corpus
confederar	unresolved	sin equivalente ES seguro
confeitar	unresolved	sin equivalente ES seguro
conferenciar	unresolved	sin equivalente ES seguro
conferir	already_paired	ya estaba en el corpus
confesar	already_paired	ya estaba en el corpus
confiar	already_paired	ya estaba en el corpus
configurar	already_paired	ya estaba en el corpus
confinar	already_paired	ya estaba en el corpus
confirmar	already_paired	ya estaba en el corpus
confiscar	already_paired	ya estaba en el corpus
confluír	already_paired	ya estaba en el corpus
conformar	already_paired	ya estaba en el corpus
confortar	already_paired	ya estaba en el corpus
confraternizar	unresolved	sin equivalente ES seguro
confrontar	already_paired	ya estaba en el corpus
confundir	already_paired	ya estaba en el corpus
confutar	unresolved	sin equivalente ES seguro
conglomerar	unresolved	sin equivalente ES seguro
conglutinar	unresolved	sin equivalente ES seguro
congraciar	unresolved	sin equivalente ES seguro
congratular	already_paired	ya estaba en el corpus
congregar	already_paired	ya estaba en el corpus
conmemorar	already_paired	ya estaba en el corpus
conmensurar	unresolved	sin equivalente ES seguro
conminar	unresolved	sin equivalente ES seguro
conmocionar	already_paired	ya estaba en el corpus
conmover	already_paired	ya estaba en el corpus
conmutar	unresolved	sin equivalente ES seguro
connotar	unresolved	sin equivalente ES seguro
conquerer	unresolved	sin equivalente ES seguro
conquistar	already_paired	ya estaba en el corpus
consagrar	already_paired	ya estaba en el corpus
conseguir	already_paired	ya estaba en el corpus
consellar	unresolved	sin equivalente ES seguro
consentir	already_paired	ya estaba en el corpus
conservar	already_paired	ya estaba en el corpus
considerar	already_paired	ya estaba en el corpus
consignar	already_paired	ya estaba en el corpus
consistir	already_paired	ya estaba en el corpus
consoar	unresolved	sin equivalente ES seguro
consolar	already_paired	ya estaba en el corpus
consolidar	already_paired	ya estaba en el corpus
consonantizar	unresolved	sin equivalente ES seguro
consonar	unresolved	sin equivalente ES seguro
conspirar	already_paired	ya estaba en el corpus
constar	already_paired	ya estaba en el corpus
constatar	already_paired	ya estaba en el corpus
consternar	already_paired	ya estaba en el corpus
constipar	unresolved	sin equivalente ES seguro
constituír	already_paired	ya estaba en el corpus
constrinxir	unresolved	sin equivalente ES seguro
construír	already_paired	ya estaba en el corpus
consultar	already_paired	ya estaba en el corpus
consumar	already_paired	ya estaba en el corpus
consumir	already_paired	ya estaba en el corpus
contabilizar	already_paired	ya estaba en el corpus
contactar	already_paired	ya estaba en el corpus
contaminar	already_paired	ya estaba en el corpus
contar	already_paired	ya estaba en el corpus
contaxiar	already_paired	ya estaba en el corpus
contemplar	already_paired	ya estaba en el corpus
contemporizar	already_paired	ya estaba en el corpus
contender	already_paired	ya estaba en el corpus
contentar	already_paired	ya estaba en el corpus
conter	already_paired	ya estaba en el corpus
contestar	already_paired	ya estaba en el corpus
contextualizar	unresolved	sin equivalente ES seguro
continuar	already_paired	ya estaba en el corpus
contornar	unresolved	sin equivalente ES seguro
contorsionar	unresolved	sin equivalente ES seguro
contraatacar	already_paired	ya estaba en el corpus
contrabalancear	unresolved	sin equivalente ES seguro
contrabandear	unresolved	sin equivalente ES seguro
contradicir	already_paired	ya estaba en el corpus
contraer	already_paired	ya estaba en el corpus
contrafacer	unresolved	sin equivalente ES seguro
contraindicar	unresolved	sin equivalente ES seguro
contraminar	unresolved	sin equivalente ES seguro
contraordenar	unresolved	sin equivalente ES seguro
contrapear	unresolved	sin equivalente ES seguro
contrapesar	unresolved	sin equivalente ES seguro
contrapoñer	already_paired	ya estaba en el corpus
contrapor	already_paired	ya estaba en el corpus
contrariar	unresolved	sin equivalente ES seguro
contrarrestar	already_paired	ya estaba en el corpus
contrastar	already_paired	ya estaba en el corpus
contratar	already_paired	ya estaba en el corpus
contravir	unresolved	sin equivalente ES seguro
contribuír	already_paired	ya estaba en el corpus
contristar	unresolved	sin equivalente ES seguro
controlar	already_paired	ya estaba en el corpus
controverter	unresolved	sin equivalente ES seguro
conturbar	unresolved	sin equivalente ES seguro
convalecer	unresolved	sin equivalente ES seguro
convencer	already_paired	ya estaba en el corpus
conversar	already_paired	ya estaba en el corpus
converter	already_paired	ya estaba en el corpus
converxer	already_paired	ya estaba en el corpus
convidar	added	apertium:invitar
convir	already_paired	ya estaba en el corpus
convivir	already_paired	ya estaba en el corpus
convocar	already_paired	ya estaba en el corpus
convulsionar	unresolved	sin equivalente ES seguro
conxecturar	unresolved	sin equivalente ES seguro
conxelar	already_paired	ya estaba en el corpus
conxeniar	unresolved	sin equivalente ES seguro
conxestionar	unresolved	sin equivalente ES seguro
conxugar	already_paired	ya estaba en el corpus
conxunguir	unresolved	sin equivalente ES seguro
conxuntar	unresolved	sin equivalente ES seguro
conxurar	already_paired	ya estaba en el corpus
cooperar	already_paired	ya estaba en el corpus
cooptar	unresolved	sin equivalente ES seguro
coordinar	already_paired	ya estaba en el corpus
copar	already_paired	ya estaba en el corpus
copear	unresolved	sin equivalente ES seguro
copelar	unresolved	sin equivalente ES seguro
copiar	already_paired	ya estaba en el corpus
copular	unresolved	sin equivalente ES seguro
coquetear	unresolved	sin equivalente ES seguro
corar	unresolved	sin equivalente ES seguro
corcoser	unresolved	sin equivalente ES seguro
cordear	unresolved	sin equivalente ES seguro
corear	already_paired	ya estaba en el corpus
coriño	unresolved	sin equivalente ES seguro
coriscar	unresolved	sin equivalente ES seguro
cornear	already_paired	ya estaba en el corpus
coroar	already_paired	ya estaba en el corpus
correar	unresolved	sin equivalente ES seguro
correr	already_paired	ya estaba en el corpus
corresponder	already_paired	ya estaba en el corpus
corricar	unresolved	sin equivalente ES seguro
corrixir	already_paired	ya estaba en el corpus
corroborar	already_paired	ya estaba en el corpus
corroer	already_paired	ya estaba en el corpus
corromper	already_paired	ya estaba en el corpus
cortar	already_paired	ya estaba en el corpus
cortexar	unresolved	sin equivalente ES seguro
coruscar	unresolved	sin equivalente ES seguro
corvear	unresolved	sin equivalente ES seguro
coser	already_paired	ya estaba en el corpus
costear	unresolved	sin equivalente ES seguro
cotar	unresolved	sin equivalente ES seguro
cotear	unresolved	sin equivalente ES seguro
cotelear	unresolved	sin equivalente ES seguro
cotenar	unresolved	sin equivalente ES seguro
cotexar	already_paired	ya estaba en el corpus
cotifar	unresolved	sin equivalente ES seguro
cotizar	already_paired	ya estaba en el corpus
coucear	already_paired	ya estaba en el corpus
coudullar	unresolved	sin equivalente ES seguro
coutar	already_paired	ya estaba en el corpus
coxapelear	unresolved	sin equivalente ES seguro
coxear	unresolved	sin equivalente ES seguro
cozar	unresolved	sin equivalente ES seguro
crac	unresolved	sin equivalente ES seguro
cravar	already_paired	ya estaba en el corpus
cravuñar	unresolved	sin equivalente ES seguro
crear	already_paired	ya estaba en el corpus
crebar	already_paired	ya estaba en el corpus
crecer	already_paired	ya estaba en el corpus
cremar	unresolved	sin equivalente ES seguro
crepitar	unresolved	sin equivalente ES seguro
crer	already_paired	ya estaba en el corpus
criar	already_paired	ya estaba en el corpus
cribar	already_paired	ya estaba en el corpus
crismar	unresolved	sin equivalente ES seguro
crispar	already_paired	ya estaba en el corpus
cristalizar	already_paired	ya estaba en el corpus
cristianizar	unresolved	sin equivalente ES seguro
criticar	already_paired	ya estaba en el corpus
croar	unresolved	sin equivalente ES seguro
crocar	unresolved	sin equivalente ES seguro
cromar	unresolved	sin equivalente ES seguro
cronometrar	unresolved	sin equivalente ES seguro
crucificar	unresolved	sin equivalente ES seguro
cruñar	unresolved	sin equivalente ES seguro
cruzar	already_paired	ya estaba en el corpus
cuadricular	unresolved	sin equivalente ES seguro
cuadriplicar	added	apertium:cuadriplicar,cuadruplicar
cualificar	already_paired	ya estaba en el corpus
cuallar	unresolved	sin equivalente ES seguro
cuantificar	already_paired	ya estaba en el corpus
cuartear	unresolved	sin equivalente ES seguro
cubicar	unresolved	sin equivalente ES seguro
cubrir	already_paired	ya estaba en el corpus
cucar	unresolved	sin equivalente ES seguro
cuestionar	already_paired	ya estaba en el corpus
cuidar	unresolved	sin equivalente ES seguro
cuiñar	unresolved	sin equivalente ES seguro
cuincar	unresolved	sin equivalente ES seguro
cuitar	already_paired	ya estaba en el corpus
culminar	already_paired	ya estaba en el corpus
culpar	already_paired	ya estaba en el corpus
cultivar	already_paired	ya estaba en el corpus
cumprimentar	already_paired	ya estaba en el corpus
cumprir	already_paired	ya estaba en el corpus
cuñar	unresolved	sin equivalente ES seguro
curar	already_paired	ya estaba en el corpus
cursar	already_paired	ya estaba en el corpus
curtir	unresolved	sin equivalente ES seguro
curuxar	unresolved	sin equivalente ES seguro
curvar	unresolved	sin equivalente ES seguro
cuscubiñar	unresolved	sin equivalente ES seguro
cuspiñar	unresolved	sin equivalente ES seguro
cuspir	already_paired	ya estaba en el corpus
custar	already_paired	ya estaba en el corpus
custear	already_paired	ya estaba en el corpus
custodiar	already_paired	ya estaba en el corpus
cutifar	unresolved	sin equivalente ES seguro
dactilografar	unresolved	sin equivalente ES seguro
damasquinar	unresolved	sin equivalente ES seguro
damnificar	already_paired	ya estaba en el corpus
danar	already_paired	ya estaba en el corpus
danzar	already_paired	ya estaba en el corpus
dar	already_paired	ya estaba en el corpus
datar	already_paired	ya estaba en el corpus
dealbar	unresolved	sin equivalente ES seguro
deambular	already_paired	ya estaba en el corpus
debaer	unresolved	sin equivalente ES seguro
debagar	unresolved	sin equivalente ES seguro
debagutar	unresolved	sin equivalente ES seguro
debandar	unresolved	sin equivalente ES seguro
debater	already_paired	ya estaba en el corpus
debecer	unresolved	sin equivalente ES seguro
debelar	unresolved	sin equivalente ES seguro
deber	already_paired	ya estaba en el corpus
debicar	unresolved	sin equivalente ES seguro
debilitar	already_paired	ya estaba en el corpus
deborcar	unresolved	sin equivalente ES seguro
deboucar	unresolved	sin equivalente ES seguro
debouzar	unresolved	sin equivalente ES seguro
debrocar	unresolved	sin equivalente ES seguro
debruzar	unresolved	sin equivalente ES seguro
debullar	already_paired	ya estaba en el corpus
debutar	already_paired	ya estaba en el corpus
debuxar	already_paired	ya estaba en el corpus
decaer	already_paired	ya estaba en el corpus
decantar	already_paired	ya estaba en el corpus
decapitar	already_paired	ya estaba en el corpus
decatar	already_paired	ya estaba en el corpus
decembrar	unresolved	sin equivalente ES seguro
decepar	unresolved	sin equivalente ES seguro
decepcionar	already_paired	ya estaba en el corpus
decer	unresolved	sin equivalente ES seguro
decidir	already_paired	ya estaba en el corpus
decimar	unresolved	sin equivalente ES seguro
decir	unresolved	sin equivalente ES seguro
declamar	unresolved	sin equivalente ES seguro
declarar	already_paired	ya estaba en el corpus
declinar	already_paired	ya estaba en el corpus
decomisar	unresolved	sin equivalente ES seguro
decorar	already_paired	ya estaba en el corpus
decorrer	unresolved	sin equivalente ES seguro
decotar	unresolved	sin equivalente ES seguro
decrecer	already_paired	ya estaba en el corpus
decrepitar	unresolved	sin equivalente ES seguro
decretar	already_paired	ya estaba en el corpus
decruar	unresolved	sin equivalente ES seguro
decuplicar	unresolved	sin equivalente ES seguro
dedicar	already_paired	ya estaba en el corpus
deducir	already_paired	ya estaba en el corpus
defecar	unresolved	sin equivalente ES seguro
defender	already_paired	ya estaba en el corpus
defenestrar	unresolved	sin equivalente ES seguro
deferir	unresolved	sin equivalente ES seguro
definir	already_paired	ya estaba en el corpus
deflagrar	unresolved	sin equivalente ES seguro
deflegmar	unresolved	sin equivalente ES seguro
defoliar	unresolved	sin equivalente ES seguro
deforestar	unresolved	sin equivalente ES seguro
deformar	unresolved	sin equivalente ES seguro
defraudar	already_paired	ya estaba en el corpus
defumar	unresolved	sin equivalente ES seguro
degallar	unresolved	sin equivalente ES seguro
degaxar	unresolved	sin equivalente ES seguro
deglutir	unresolved	sin equivalente ES seguro
degoar	already_paired	ya estaba en el corpus
degoirar	already_paired	ya estaba en el corpus
degolar	already_paired	ya estaba en el corpus
degorar	already_paired	ya estaba en el corpus
degoxar	unresolved	sin equivalente ES seguro
degradar	already_paired	ya estaba en el corpus
degraer	unresolved	sin equivalente ES seguro
degrañar	unresolved	sin equivalente ES seguro
degresar	unresolved	sin equivalente ES seguro
degretar	unresolved	sin equivalente ES seguro
degrumar	unresolved	sin equivalente ES seguro
degustar	already_paired	ya estaba en el corpus
deificar	unresolved	sin equivalente ES seguro
deitar	already_paired	ya estaba en el corpus
deixar	already_paired	ya estaba en el corpus
delampar	unresolved	sin equivalente ES seguro
delatar	already_paired	ya estaba en el corpus
delegar	already_paired	ya estaba en el corpus
deleitar	already_paired	ya estaba en el corpus
deletrear	unresolved	sin equivalente ES seguro
deliberar	unresolved	sin equivalente ES seguro
delimitar	already_paired	ya estaba en el corpus
deliñar	unresolved	sin equivalente ES seguro
delinear	unresolved	sin equivalente ES seguro
delinquir	already_paired	ya estaba en el corpus
delirar	unresolved	sin equivalente ES seguro
deloirar	unresolved	sin equivalente ES seguro
delongar	unresolved	sin equivalente ES seguro
delourar	unresolved	sin equivalente ES seguro
deluvar	unresolved	sin equivalente ES seguro
demandar	already_paired	ya estaba en el corpus
demarcar	unresolved	sin equivalente ES seguro
demitir	unresolved	sin equivalente ES seguro
democratizar	already_paired	ya estaba en el corpus
demoler	already_paired	ya estaba en el corpus
demorar	already_paired	ya estaba en el corpus
demostrar	already_paired	ya estaba en el corpus
demoucar	unresolved	sin equivalente ES seguro
demudar	unresolved	sin equivalente ES seguro
deñar	unresolved	sin equivalente ES seguro
denegar	already_paired	ya estaba en el corpus
denegrir	unresolved	sin equivalente ES seguro
denigrar	unresolved	sin equivalente ES seguro
denominar	already_paired	ya estaba en el corpus
denotar	already_paired	ya estaba en el corpus
densificar	unresolved	sin equivalente ES seguro
dentar	unresolved	sin equivalente ES seguro
denudar	unresolved	sin equivalente ES seguro
denunciar	already_paired	ya estaba en el corpus
deostar	already_paired	ya estaba en el corpus
deparar	already_paired	ya estaba en el corpus
departir	already_paired	ya estaba en el corpus
depauperar	unresolved	sin equivalente ES seguro
depelicar	unresolved	sin equivalente ES seguro
depenar	unresolved	sin equivalente ES seguro
depender	already_paired	ya estaba en el corpus
dependurar	unresolved	sin equivalente ES seguro
depenicar	unresolved	sin equivalente ES seguro
depilar	unresolved	sin equivalente ES seguro
deplorar	unresolved	sin equivalente ES seguro
depoñer	already_paired	ya estaba en el corpus
depor	already_paired	ya estaba en el corpus
deportar	unresolved	sin equivalente ES seguro
depositar	already_paired	ya estaba en el corpus
depravar	unresolved	sin equivalente ES seguro
deprecar	unresolved	sin equivalente ES seguro
depreciar	unresolved	sin equivalente ES seguro
depredar	unresolved	sin equivalente ES seguro
deprender	unresolved	sin equivalente ES seguro
deprimir	already_paired	ya estaba en el corpus
depurar	already_paired	ya estaba en el corpus
derivar	already_paired	ya estaba en el corpus
derogar	unresolved	sin equivalente ES seguro
derrabar	unresolved	sin equivalente ES seguro
derrafar	unresolved	sin equivalente ES seguro
derraigar	unresolved	sin equivalente ES seguro
derramar	already_paired	ya estaba en el corpus
derrancar	unresolved	sin equivalente ES seguro
derrapar	unresolved	sin equivalente ES seguro
derrear	unresolved	sin equivalente ES seguro
derregar	unresolved	sin equivalente ES seguro
derreter	unresolved	sin equivalente ES seguro
derribar	already_paired	ya estaba en el corpus
derrocar	already_paired	ya estaba en el corpus
derrogar	already_paired	ya estaba en el corpus
derrotar	already_paired	ya estaba en el corpus
derrubar	already_paired	ya estaba en el corpus
derruír	already_paired	ya estaba en el corpus
desabafar	unresolved	sin equivalente ES seguro
desabastecer	unresolved	sin equivalente ES seguro
desabellar	unresolved	sin equivalente ES seguro
desabolar	unresolved	sin equivalente ES seguro
desabonar	unresolved	sin equivalente ES seguro
desabordar	unresolved	sin equivalente ES seguro
desabordelar	unresolved	sin equivalente ES seguro
desabotoar	unresolved	sin equivalente ES seguro
desabrigar	unresolved	sin equivalente ES seguro
desabrochar	unresolved	sin equivalente ES seguro
desacamelar	unresolved	sin equivalente ES seguro
desacampar	unresolved	sin equivalente ES seguro
desacaravillar	unresolved	sin equivalente ES seguro
desacatar	unresolved	sin equivalente ES seguro
desacelerar	unresolved	sin equivalente ES seguro
desachegar	unresolved	sin equivalente ES seguro
desachumbar	unresolved	sin equivalente ES seguro
desacidificar	unresolved	sin equivalente ES seguro
desaclimatar	unresolved	sin equivalente ES seguro
desacochar	unresolved	sin equivalente ES seguro
desaconchegar	unresolved	sin equivalente ES seguro
desaconsellar	already_paired	ya estaba en el corpus
desacorchetar	unresolved	sin equivalente ES seguro
desacordar	unresolved	sin equivalente ES seguro
desacostumar	unresolved	sin equivalente ES seguro
desacougar	unresolved	sin equivalente ES seguro
desacoutar	unresolved	sin equivalente ES seguro
desacovardar	unresolved	sin equivalente ES seguro
desacreditar	already_paired	ya estaba en el corpus
desactivar	already_paired	ya estaba en el corpus
desacuartelar	unresolved	sin equivalente ES seguro
desacubillar	unresolved	sin equivalente ES seguro
desacurrunchar	unresolved	sin equivalente ES seguro
desadestrar	unresolved	sin equivalente ES seguro
desadoitar	unresolved	sin equivalente ES seguro
desadormecer	unresolved	sin equivalente ES seguro
desadormentar	unresolved	sin equivalente ES seguro
desadornar	unresolved	sin equivalente ES seguro
desafacer	unresolved	sin equivalente ES seguro
desafalazar	unresolved	sin equivalente ES seguro
desafeccionar	unresolved	sin equivalente ES seguro
desaferrar	unresolved	sin equivalente ES seguro
desaferrollar	unresolved	sin equivalente ES seguro
desafiar	already_paired	ya estaba en el corpus
desafibelar	unresolved	sin equivalente ES seguro
desafinar	unresolved	sin equivalente ES seguro
desafiuzar	unresolved	sin equivalente ES seguro
desafogar	already_paired	ya estaba en el corpus
desaforar	unresolved	sin equivalente ES seguro
desagarandar	unresolved	sin equivalente ES seguro
desagarrar	unresolved	sin equivalente ES seguro
desagoniar	unresolved	sin equivalente ES seguro
desagradar	already_paired	ya estaba en el corpus
desagraviar	unresolved	sin equivalente ES seguro
desagregar	unresolved	sin equivalente ES seguro
desagulletar	unresolved	sin equivalente ES seguro
